Wall time,Step,Value
1686169399.4785824,18800,6.247000217437744
1686169407.8434055,18900,6.267000198364258
1686169416.86857,19000,6.288000106811523
1686169424.2168949,19100,6.218999862670898
1686169433.000039,19200,6.2210001945495605
1686169441.6869671,19300,6.289999961853027
1686169451.2269652,19400,6.255000114440918
1686169459.799983,19500,6.288000106811523
1686169467.9570918,19600,6.232999801635742
1686169477.287369,19700,6.2220001220703125
1686169485.1680844,19800,6.2170000076293945
1686169494.040447,19900,6.22599983215332
1686169502.3362772,20000,6.24399995803833
1686169510.9113157,20100,6.236999988555908
1686169520.0455654,20200,6.216000080108643
1686169527.3451016,20300,6.196000099182129
1686169536.2819426,20400,6.192999839782715
1686169544.0769746,20500,6.26800012588501
1686169553.427799,20600,6.245999813079834
1686169561.9258568,20700,6.25
1686169570.449003,20800,6.2179999351501465
1686169579.0469205,20900,6.1529998779296875
1686169586.8197207,21000,6.206999778747559
1686169596.1065307,21100,6.203999996185303
1686169604.4037535,21200,6.229000091552734
1686169613.7487123,21300,6.2220001220703125
1686169622.7404804,21400,6.190000057220459
1686169630.0710292,21500,6.193999767303467
1686169638.8322105,21600,6.1539998054504395
1686169646.5037887,21700,6.209000110626221
1686169655.407177,21800,6.238999843597412
1686169682.312524,21900,6.160999774932861
1686169690.3722718,22000,6.176000118255615
1686169699.5231993,22100,6.175000190734863
1686169707.740259,22200,6.11299991607666
1686169716.3266833,22300,6.179999828338623
1686169725.4447472,22400,6.239999771118164
1686169732.9449964,22500,6.144999980926514
1686169742.5692372,22600,6.184000015258789
1686169751.1185715,22700,6.236999988555908
1686169760.0970845,22800,6.243000030517578
1686169768.5939088,22900,6.1479997634887695
1686169776.8708186,23000,6.243000030517578
1686169786.1637137,23100,6.1620001792907715
1686169794.2854588,23200,6.210999965667725
1686169803.2414975,23300,6.177999973297119
1686169812.24638,23400,6.199999809265137
1686169820.147544,23500,6.158999919891357
1686169829.3535213,23600,6.144000053405762
1686169837.6037471,23700,6.166999816894531
1686169847.1417885,23800,6.169000148773193
1686169856.3003955,23900,6.204999923706055
1686169864.3328757,24000,6.151000022888184
1686169873.5546238,24100,6.139999866485596
1686169881.834843,24200,6.184999942779541
1686169891.3545563,24300,6.170000076293945
1686169899.209316,24400,6.104000091552734
1686169907.8662157,24500,6.144999980926514
1686169917.1865544,24600,6.122000217437744
1686169925.3614664,24700,6.184999942779541
1686169934.8887753,24800,6.175000190734863
1686169943.6207414,24900,6.199999809265137
1686169951.9387095,25000,6.156000137329102
1686169960.6416953,25100,6.1539998054504395
1686169969.1382573,25200,6.201000213623047
1686169978.072872,25300,6.168000221252441
1686169985.7047455,25400,6.14300012588501
1686169994.9467845,25500,6.164000034332275
1686170004.6022227,25600,6.184000015258789
1686170012.388518,25700,6.138000011444092
1686170022.1752687,25800,6.192999839782715
1686170030.079423,25900,6.1539998054504395
1686170039.4923668,26000,6.192999839782715
1686170048.9754722,26100,6.216000080108643
1686170056.6896167,26200,6.13700008392334
1686170065.7877927,26300,6.182000160217285
1686170073.7440834,26400,6.195000171661377
1686170082.8605983,26500,6.184999942779541
1686170091.1122591,26600,6.129000186920166
1686170099.5958586,26700,6.168000221252441
1686170109.0765564,26800,6.184999942779541
1686170116.9516315,26900,6.164000034332275
1686170125.9011416,27000,6.14900016784668
1686170133.9863474,27100,6.256999969482422
1686170142.5429137,27200,6.117000102996826
