,Unnamed: 0,comment,label,label_id,Cleaned
536,,اصلا به یادداشتی که براشون گذاشته بودم توجهی نکردن. گفته بودم بستنی جدا فرستاده بشه که روی وافل آب نشه، ولی دقیقا روش آب شده بود و مزه رو بد کرده بود,HAPPY,0.0,یادداشتی براشون توجهی نکردن بستنی فرستاده بشه وافل آب نشه آب مزه
5358,,پیتزا بی‌نهایت بی کیفیت بود و فقط نون و پنیر بود. با عکس خیلی تفاوت داشت. نزدیک ۴۰ دقیقه تاخیر ارسال داشت. پاستا بد نبود. در کل کیفیت غذا پایین بود …,SAD,1.0,پیتزا نهایت کیفیت نون پنیر عکس تفاوت 40 دقیقه تاخیر ارسال پاستا کیفیت غذا پایین
3440,,سلام پیراشکی و شیرینی کشمشی تازه بود ولی با این که اولین روز هفته کیک یزدی‌ها تازه نبود. کلا کیک یزدی با همیشه تفاوت داشت اندازه، طعم,HAPPY,0.0,سلام پیراشکی شیرینی کشمشی هفته کیک یزدی کیک یزدی تفاوت اندازه طعم
6389,,دیر به دست مون رسید. بعد از تحویل هم کلا طرح قرمز روی کیک به خاطر حمل نادرست به درب جعبه چسبیده بود و روی کیک خراب شده بود. وسط کیک هم خشک و سفت بود,SAD,1.0,دست مون تحویل طرح قرمز کیک خاطر حمل نادرست درب جعبه چسبیده کیک خراب وسط کیک خشک سفت
2392,,بسیار مشتری مدار و محترم هستید، خیلی خیلی متشکرم,HAPPY,0.0,مشتری مدار محترم متشکرم
4417,,سس ساندویچ خیلی خردل داشت کمی هم شور بود گوشت هم وسطش قرمز بود کلا دوس نداشتم,SAD,1.0,سس ساندویچ خردل شور گوشت وسطش قرمز دوس
26,,من کامنت گذاشته بودم ساندویج دو قسمت شود ولی متاسفانه انجام نشده بود.,HAPPY,0.0,کامنت ساندویج قسمت
1566,,تازه و اسپایسی خیلی زود رسید ممنون بابت تداوم حفظ کیفیت و سرویس دهی عالی,HAPPY,0.0,اسپایسی ممنون بابت تداوم حفظ کیفیت سرویس عالی
1864,,خیلی خوب بود. سفارش رو خیلی به موقع و زودتر از زمانی که در اسنپ فود ثبت شده بود، تحویل دادند. با تشکر از اسنپ فود,HAPPY,0.0,سفارش موقع اسنپ فود ثبت تحویل تشکر اسنپ فود
649,,طمع حلیم خوب بود و با تخفیف ویژه مناسب بود ولی همراه حلیم هیچ چیزی ارسال نمی‌شود و اگر برای محل کار می‌خواهید حتما شکر و نون باید داشته باشید,HAPPY,0.0,طمع حلیم تخفیف مناسب همراه حلیم ارسال محل کار شکر نون
4705,,غذا سرد بود ران مرغ سیاه بود و نتونستم بخورم,SAD,1.0,غذا سرد ران مرغ سیاه نتونستم بخورم
2636,,عالی. به موقع، بسته بندی شیک و داغ.,HAPPY,0.0,عالی موقع بسته داغ
451,,امروز یه جنس کم داشت!!! واسم پولشو گذاشت,HAPPY,0.0,جنس واسم پولشو گذاشت
1207,,خوب بود خوش مزه,HAPPY,0.0,مزه
6112,,کیفیت نان بسیار پایین بود و نوشابه در بسته بندی نامناسب ارسال شده بود,SAD,1.0,کیفیت نان پایین نوشابه بسته نامناسب ارسال
1713,,به جای تردیلا پنیری متاسفانه تنوری فرستادن که اصلا خوب نبود,HAPPY,0.0,تردیلا پنیری تنوری فرستادن
6155,,قیمه واقعا بد بود بادمجونها تند و قیمه آبکی و بوی گوشت بدی میداد و کباب هم تقریبا خام,SAD,1.0,قیمه بادمجونها تند قیمه آبکی بوی گوشت بدی میداد کباب خام
4170,,گوشت بسیار بدمزه و طعم‌دار,SAD,1.0,گوشت بدمزه طعم
713,,کیفیت کباب‌ها خوب ولی برنج چندان جالب نبود، در کل راضی بودم.,HAPPY,0.0,کیفیت کباب برنج جالب راضی
5072,,مشکلی نبود ولی دوتا قورمه خواستم یه قیمه و یه قورمه اومد. ولی درکل غذا‌های خوبی داره,SAD,1.0,مشکلی دوتا قورمه قیمه قورمه اومد درکل غذا خوبی
4946,,سه تاآسانسورهم که داریم زورشون میاد بیان بالا واقعا که اولین بار اسنپ فود ۰ ولی شیرینیش فول ستاره,SAD,1.0,سه تاآسانسورهم زورشون میاد بیان اسنپ فود 0 شیرینیش فول ستاره
5471,,با اینکه یک کوچه با آدرس رستوران فاصله داشتم، سفارش من بعد از یک ساعت رسید و غذا کاملا سرد بود,SAD,1.0,کوچه آدرس رستوران فاصله سفارش ساعت غذا سرد
1503,,نان پیتزا خیلی کلفت بود ولی طعم غذاها خوب بود,HAPPY,0.0,نان پیتزا کلفت طعم غذاها
4711,,اول ک غذا سرد بود بعد پیتزا بدجوری بوی زوخم مرغ میداد ننیدونم چرا,SAD,1.0,غذا سرد پیتزا بدجوری بوی زوخم مرغ میداد ننیدونم
1692,,سپاس خوب بود ولی یکم سرد بود در کل خوب بود,HAPPY,0.0,سپاس یکم سرد
3050,,با اینکه در قسمت توضیحات نوشته بودم که فاکتور فراموش نشود ولی باز فاکتور همراه غذا نبود.,HAPPY,0.0,قسمت توضیحات نوشته فاکتور فراموش نشود فاکتور همراه غذا
6866,,با توجه به مسافت کم با رستوران غذا کاملاااا سرد بود نان پیتزا کاملا خمیر. و افتضاح,SAD,1.0,توجه مسافت رستوران غذا سرد نان پیتزا خمیر افتضاح
1184,,سوپرمارکت همیشه خوب و پیک مودب ممنونم,HAPPY,0.0,سوپرمارکت پیک مودب ممنونم
3954,,من همیشه از دیزی دیدار خرید میکنم قرمه سبزی تازه به منو اضافه شده بود بنا به رضایت قبلی از رستوران این غذا رو سفارش دادم برنج که دم نکشیده بود دوباره خودم دم زدم حجم خورشت بسیار کم گوشت که یه دونه اندازه نخود وپر از لوبیا واقعا از این رستوران بعید بود,SAD,1.0,دیزی دیدار خرید قرمه سبزی منو اضافه بنا رضایت قبلی رستوران غذا سفارش برنج نکشیده زدم حجم خورشت گوشت دونه اندازه نخود وپر لوبیا رستوران
3494,,هزینه ارسال کاملا غیر منطقی و بالا,HAPPY,0.0,هزینه ارسال
3220,,خیلی تازه و خوشمزه بود عاااااالی بود برخورد پیک هم خیلی خوب بود واقعا ممنونم,HAPPY,0.0,خوشمزه عالی برخورد پیک ممنونم
4919,,نوشابه جای اسپرایت مشکی بود نان پیتزا خشک شده بود پیتزا له شده به کنار رسید,SAD,1.0,نوشابه اسپرایت مشکی نان پیتزا خشک پیتزا له
1662,,من گفتم مه سبزی کاهو نزارید اما توجه نکردین اما باز هم عالی بود,HAPPY,0.0,مه سبزی کاهو نزارید توجه نکردین عالی
1002,,hamechi khub bod mamnoon,HAPPY,0.0,None
1142,,خمیر دور پیتزا یه خورده کار رو خراب کرده. ولی پیتزا خودش خوب بود,HAPPY,0.0,خمیر دور پیتزا خورده کار خراب پیتزا
4765,,با اینکه در توضیحات درخواست کرده بودم نوشیدنی حتما خنک ارسال شود، کاملا گرم بود.,SAD,1.0,توضیحات درخواست نوشیدنی خنک ارسال گرم
3602,,بی مزه‌ترین گوشت برگری که تا به حال خوردم، دریغ از یه مقدار طعم!,SAD,1.0,مزه گوشت برگری خوردم طعم
6144,,پیش از پیتزا گرفته بودم خوب بود، اما ساندویچ‌ها بد بودند و بوی چربی فراوان می‌دادند و غیر قابل مصرف، به زورم که مقداری خوردیم تاثیر آن رو معده مشاهده شد,SAD,1.0,پیتزا ساندویچ بوی چربی فراوان مصرف زورم مقداری خوردیم تاثیر معده مشاهده
176,,کیفیت نان خوب ولی سرد بود.,HAPPY,0.0,کیفیت نان سرد
4257,,رانی‌ها کوچک بود ولی قیمت بزرگ حساب شد قیمت هایپ گرون حساب شد نسبت به جای دیگه …و من تقرییا روزلنهدسفارش سوپر دارم و هنیشه راضی بودم فکر کنم ابن سوپر جدید هست. ولی ولی در کل اسنپ فود عالیه چون هم جدیدا مثل اوایل پاسخگو و پیگیر هست. هم ۹۰دردصد رستوران و سوپراش خوبن. اگ م مشکل هست تقصیر اسنپ-ن-ست. تقصیر سوپر یا رستوران هست,SAD,1.0,رانی کوچک قیمت حساب قیمت هایپ گرون حساب نسبت …و تقرییا روزلنهدسفارش سوپر هنیشه راضی ابن سوپر اسنپ فود عالیه اوایل پاسخگو پیگیر 90دردصد رستوران سوپراش خوبن اگ مشکل تقصیر اسنپ-ن-ست تقصیر سوپر رستوران
5420,,رسیدن غذا یک ساعت طول کشید، درحالی که فاصله رستوران کمتر از ۱۵ دقیقه بود,SAD,1.0,رسیدن غذا ساعت طول کشید درحالی فاصله رستوران 15 دقیقه
3622,,کیک هویج که خمیر و‌نپخته بود واقعا غیر قابل خوردن بود … کروسان هم که کیفیتش نسبت به سری قبل که خریدیم ۰ شده بود … واقعا انتظار این حجم از بی کیفیتیو از اینجا نداشتم,SAD,1.0,کیک هویج خمیر نپخته خوردن کروسان کیفیتش نسبت خریدیم 0 انتظار حجم کیفیتیو
5497,,کوکتل‌ها در اثر حمل نامناسب، با هم مخلوط شده و ظاهر خود را از دست داده بودند,SAD,1.0,کوکتل اثر حمل نامناسب مخلوط ظاهر دست
4428,,غذا کامل سرد بود و از کیفیت پایین بود,SAD,1.0,غذا سرد کیفیت پایین
828,,هم به موقع رسید هم خوشمزه بود؛ حجمشم خیلی زیاد بود,HAPPY,0.0,موقع خوشمزه بود؛ حجمشم
1145,,ممنون بابت حفظ کیفیت,HAPPY,0.0,ممنون بابت حفظ کیفیت
1311,,از قرمه سبزی راضی بودم. متناسب و قابل انتظار بود. سالاد شیرازیش شبیه شوخی بود بیشتر. تکه‌های بزرگ خیار و گوجه بدون مزه و جالبیش یک مسیر کوتاه رو ۷۰۰۰ تومان هزینه گرفتند که بیارند، از نظر بعد مسافتی شاید اندازه یک ایستگاه اتوبوس فاصله باشه.,HAPPY,0.0,قرمه سبزی راضی متناسب انتظار سالاد شیرازیش شبیه شوخی تکه خیار گوجه مزه جالبیش مسیر کوتاه 70 تومان هزینه بیارند نظر مسافتی اندازه ایستگاه اتوبوس فاصله باشه
210,,ممنون کیفیت و زمان رسیدن خوب بود ممنون,HAPPY,0.0,ممنون کیفیت رسیدن ممنون
2746,,در توضیحات ذکر کردم سس بذارین بازم یدونه کچاپ برای یک پیتزا حیف نبود؟؟؟,HAPPY,0.0,توضیحات ذکر سس بذارین بازم یدونه کچاپ پیتزا حیف
4578,,زیادی از حد سنگین بود. گوشت و هاتداگش خوب بود. ولی پنیر روی نونش بد طعم بود,SAD,1.0,زیادی حد سنگین گوشت هاتداگش پنیر نونش طعم
100,,همراه با سیب زمینی سس پنیر ارسال نشده بود در کل خوب بود,HAPPY,0.0,همراه سیب زمینی سس پنیر ارسال
6382,,من دوتا شعبه رفتم و خوردم غذاشونو اینجا بد بود سیب زمینی مونده و سوخته گوشت نامرغوب وحشتناک بد بود,SAD,1.0,دوتا شعبه رفتم خوردم غذاشونو سیب زمینی مونده سوخته گوشت نامرغوب وحشتناک
577,,واقعا با کیفیت و تازه بود. فقط یزره خیلی کوچیک بود:))) مرسی از باماهاس و زود فود,HAPPY,0.0,کیفیت یزره کوچیک smiley باماهاس فود
358,,متاسفانه ظرف عدسی روی املت گوجه قرار گرفته بود و اب گوجه نیز در نایلون ریخته شده بود ولی کیفیت شان و نان ارسالی بد نبود,HAPPY,0.0,ظرف عدسی املت گوجه قرار اب گوجه نایلون ریخته کیفیت نان ارسالی
5090,,دسر‌ها به دیواره‌ی جعبه برخورد کرده و با یکدیگر ادغام شده بودند,SAD,1.0,دسر دیواره جعبه برخورد ادغام
6387,,شیرینی لطیفه قهوه‌ای رنگ، خیلی زیادی شیرین بود، در حدی واقعا همه بچه‌های شرکت زورکی خوردیمش,SAD,1.0,شیرینی لطیفه قهوه رنگ زیادی حدی بچه شرکت زورکی خوردیمش
4404,,واقعا بد بود سالاد سزار که بسته بندی کارخونه‌ای داشت و یک سس خیلی بدمزه همراش بود خیلی هم محتویات کمی داشت سیب زمینی تنوری هم خیلی خیلی خیلی زیاد روش سس بود جوری که من اصلا نخوردم کسی سیب زمینی تنوری سفارش میده میخواد سالم غذا بخوره دیگه اونهمه سس یعنی چی واقعا,SAD,1.0,سالاد سزار بسته کارخونه سس بدمزه همراش محتویات سیب زمینی تنوری سس جوری نخوردم سیب زمینی تنوری سفارش میده میخواد سالم غذا بخوره اونهمه سس
1466,,همه چیز خوب بود ممنونم. فقط نون سیر باید زیرش برشته‌تر میشد,HAPPY,0.0,ممنونم نون سیر زیرش برشته میشد
6324,,شکلات روی همه‌ی بسته‌ها اول آب‌شده و بعد سرد شده‌اند. در نتیجه همه‌ی بیسکوئیت‌ها به هم چسبیده‌اند و جدا نمی‌شوند، خرد می‌شوند.,SAD,1.0,شکلات بسته آب سرد نتیجه بیسکوییت چسبیده خرد
273,,پیک بسیار مودب و خوب,HAPPY,0.0,پیک مودب
3680,,سلام.. من پیتزای اینجا رو دوست دارم …ولی خیلی سرد بود.. ممنون,SAD,1.0,سلام پیتزای دوست …ولی سرد ممنون
5316,,با یک ساعت و نیم تاخیر تحویل شد. حتی یک عذرخواهی ساده هم نکردند. نصف کافه لاته ریخته بود توی پلاستیک آب طالبی مزه آب میداد در کل خیلی بد بود,SAD,1.0,ساعت نیم تاخیر تحویل عذرخواهی ساده نکردند نصف کافه لاته ریخته پلاستیک آب طالبی مزه آب میداد
1860,,طعم بی نظیر و خوشمزه ممنونم که کیفیتتون رو مثل سابق ثابت نگه داشتید,HAPPY,0.0,طعم خوشمزه ممنونم کیفیتتون ثابت نگه
3734,,متاسفانه پاستا سفارش داده شده بسیار بی کیفیت بود. با رنگ تیره‌ای که داشت به نظر اصلا تازه نبود.,SAD,1.0,پاستا سفارش کیفیت رنگ تیره نظر
4886,,فقط داره پول اسمشو میگیره,SAD,1.0,پول اسمشو میگیره
1257,,غذا مناسب بود.. ولی نوشابه با اینکه اسپرایت ثبت شده بود کوکا اوردند,HAPPY,0.0,غذا مناسب نوشابه اسپرایت ثبت کوکا اوردند
4263,,فوق العاده بدمزه بود.,SAD,1.0,العاده بدمزه
4332,,تاخیر بیش از یک ساعت در ارسال غذا,SAD,1.0,تاخیر ساعت ارسال غذا
729,,غذاش عالیه بود ولی خیلی سرد شده بود با توجه به اینکه تا خونمون یک کوچه فاصله داشت مدت زمان ۵۰ الی ۶۰ دقیقه غیر قابل پذیرش بود,HAPPY,0.0,غذاش عالیه سرد توجه خونمون کوچه فاصله 50 60 دقیقه پذیرش
1190,,مثل همیشه عالی، خیلی هم زود بدستم رسید ممنون,HAPPY,0.0,عالی بدستم ممنون
4016,,کیفیت غذا اصلا مثل قبل نبود، حتما بهشون بگید، درست نیست وقتی مشتری یه غذایی میشه اینجوری یهویی کیفیتش پایین بیاد، من که دیگه نمیگیرم..,SAD,1.0,کیفیت غذا بهشون بگید مشتری غذایی میشه اینجوری یهویی کیفیتش پایین بیاد نمیگیرم
489,,خوشمزه بود هاک داگ پنیر,HAPPY,0.0,خوشمزه هاک داگ پنیر
883,,مزه و حجمش خیلی خوب بود.. مرسی,HAPPY,0.0,مزه حجمش
5065,,یکی از سفارش‌های من ارسال نشده,SAD,1.0,سفارش ارسال
1349,,مشتری ثابت چیکن تریاکی ام. خیلی سالم و خوشمزس,HAPPY,0.0,مشتری ثابت چیکن تریاکی سالم خوشمزس
4932,,مزه جوجه اصلا خوب نبود و برنج اصلا طعم خوب نداشت و خام بود,SAD,1.0,مزه جوجه برنج طعم خام
5374,,خیلی خیلی دیر. سمبوسه خشک و چرب و کم مایه,SAD,1.0,سمبوسه خشک چرب مایه
260,,کمی چرب بود، کیفیت مواد مصرف شده پایین بود,HAPPY,0.0,چرب کیفیت مواد مصرف پایین
1806,,غذا خوب بود، فقط اگر کنار کباب یک مقداری پیاز جعفری میذاشتید خیلی لذیذتر میشد. با سپاس,HAPPY,0.0,غذا کباب مقداری پیاز جعفری میذاشتید لذیذتر میشد سپاس
446,,عالی و خوشمزه ممنون از شما,HAPPY,0.0,عالی خوشمزه ممنون
1310,,گوشت غذا کم بود,HAPPY,0.0,گوشت غذا
6570,,برنج خشک. جوجه سفت. مشخص بود از ظهر مونده که تخفیف دادن گذاشتن تو فروش ویژه. قبلا از اینجا غذا می‌گرفتم ولی دیگه خرید نخواهم کرد.,SAD,1.0,برنج خشک جوجه سفت مشخص ظهر مونده تخفیف گذاشتن فروش غذا خرید
2716,,مثل همیشه تازه و خوشمزه متشکرم,HAPPY,0.0,خوشمزه متشکرم
2147,,قدری بیشتر به تاریخ انقضا توجه شود بهتر خواهد بود,HAPPY,0.0,تاریخ انقضا توجه
5017,,سالاد سزار با توجه به قیمت و حجم و کیفیت و طعم سالاد اصلا قابل قبول نبود و انتظار بیشتری از پرپروک در این زمینه هست.,SAD,1.0,سالاد سزار توجه قیمت حجم کیفیت طعم سالاد قبول انتظار پرپروک
4390,,کوبیده‌ها اصلا خوب نبودن و کیفیت خیلی پایینی داشتن,SAD,1.0,کوبیده نبودن کیفیت پایینی
